"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"804","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","132","46","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"805","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","137","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"806","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","137","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"807","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","142","40","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"808","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","142","40","CyclomaticComplexity","The method 'activateTemplate(Id, String, Boolean)' has a cyclomatic complexity of 10.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"809","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","144","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"810","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","144","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"811","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","145","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"812","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","145","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"813","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","147","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"814","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","147","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"815","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","163","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"816","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","163","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"817","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","165","30","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"818","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","165","30","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"819","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","181","24","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"820","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","181","24","StdCyclomaticComplexity","The method 'deleteTemplate' has a Standard Cyclomatic Complexity of 12.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"821","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","181","24","NcssMethodCount","The method 'deleteTemplate()' has an NCSS line count of 61","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"822","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","181","24","CognitiveComplexity","The method 'deleteTemplate(Id)' has a cognitive complexity of 15, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"823","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","181","24","CyclomaticComplexity","The method 'deleteTemplate(Id)' has a cyclomatic complexity of 16.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"824","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","195","34","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"825","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","195","34","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"826","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","207","34","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"827","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","207","34","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"828","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","220","30","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"829","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","220","30","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"830","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","235","40","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"831","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","239","30","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"832","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","239","30","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"833","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","249","30","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"834","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","249","30","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"835","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","266","41","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"836","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplate.cls","272","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"837","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"838","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","1","27","StdCyclomaticComplexity","The class 'SaveDocumentTemplatesection' has a Standard Cyclomatic Complexity of 7 (Highest = 29).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"839","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","1","27","CognitiveComplexity","The class 'SaveDocumentTemplatesection' has a total cognitive complexity of 87 (highest 54), current threshold is 50","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"840","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","1","27","CyclomaticComplexity","The class 'SaveDocumentTemplatesection' has a total cyclomatic complexity of 70 (highest 34).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"841","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","5","54","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"842","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","14","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"843","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","14","26","NcssMethodCount","The method 'saveDocumentTemplateSectionSequences()' has an NCSS line count of 42","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"844","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","14","26","CyclomaticComplexity","The method 'saveDocumentTemplateSectionSequences(List<Document_Template_Section__c>)' has a cyclomatic complexity of 11.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"845","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","17","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"846","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","17","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"847","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","23","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"848","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","23","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"849","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","45","30","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"850","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","45","30","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"851","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","63","48","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"852","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","63","48","StdCyclomaticComplexity","The method 'saveDocumentTemplateSectionDetails' has a Standard Cyclomatic Complexity of 29.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"853","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","63","48","NcssMethodCount","The method 'saveDocumentTemplateSectionDetails()' has an NCSS line count of 115","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"854","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","63","48","CognitiveComplexity","The method 'saveDocumentTemplateSectionDetails(Document_Template_Section__c)' has a cognitive complexity of 54, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"855","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","63","48","CyclomaticComplexity","The method 'saveDocumentTemplateSectionDetails(Document_Template_Section__c)' has a cyclomatic complexity of 34.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"856","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","63","112","FormalParameterNamingConventions","The method parameter name 'Recorddetails' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"857","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","63","112","VariableNamingConventions","Variables should start with a lowercase character, 'Recorddetails' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"858","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","66","42","LocalVariableNamingConventions","The local variable name 'DocTempsec' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"859","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","66","42","VariableNamingConventions","Variables should start with a lowercase character, 'DocTempsec' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"860","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","85","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"861","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","85","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"862","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","92","34","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"863","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","92","34","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"864","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","137","34","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"865","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","137","34","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"866","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","154","32","UnusedLocalVariable","Variable 'failedDML' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"867","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","175","30","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"868","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","175","30","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"869","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","192","38","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"870","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","192","38","MethodNamingConventions","The static method name 'ClauseBody' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"871","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","194","28","LocalVariableNamingConventions","The local variable name 'DC' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"872","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","194","28","VariableNamingConventions","Variables should start with a lowercase character, 'DC' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"873","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","203","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"874","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","203","26","StdCyclomaticComplexity","The method 'deletetemplate' has a Standard Cyclomatic Complexity of 11.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"875","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","203","26","NcssMethodCount","The method 'deletetemplate()' has an NCSS line count of 52","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"876","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","203","26","CognitiveComplexity","The method 'deletetemplate(String, String)' has a cognitive complexity of 15, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"877","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","203","26","CyclomaticComplexity","The method 'deletetemplate(String, String)' has a cyclomatic complexity of 14.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"878","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","224","34","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"879","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","224","34","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"880","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","238","34","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"881","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","238","34","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"882","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","254","48","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"883","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","262","32","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"884","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","263","21","LocalVariableNamingConventions","The local variable name 'Docsection' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"885","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","263","21","VariableNamingConventions","Variables should start with a lowercase character, 'Docsection' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"886","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","274","24","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"887","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","275","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"888","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","275","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"889","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","279","26","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"890","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\SaveDocumentTemplatesection.cls","279","26","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
