"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"257","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","8","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"258","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","8","27","StdCyclomaticComplexity","The class 'DisplayRelatedObjects' has a Standard Cyclomatic Complexity of 13 (Highest = 28).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"259","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","8","27","CognitiveComplexity","The class 'DisplayRelatedObjects' has a total cognitive complexity of 132 (highest 72), current threshold is 50","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"260","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","8","27","CyclomaticComplexity","The class 'DisplayRelatedObjects' has a total cyclomatic complexity of 59 (highest 36).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"261","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","8","27","ExcessivePublicCount","This class has a bunch of public methods and attributes","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessivepubliccount","Design","pmd"
"262","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","14","26","FieldNamingConventions","The static field name 'ROHtmlContent' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"263","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","14","26","VariableNamingConventions","Variables should start with a lowercase character, 'ROHtmlContent' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"264","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","17","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"265","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","17","26","StdCyclomaticComplexity","The method 'getsectionData' has a Standard Cyclomatic Complexity of 28.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"266","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","17","26","NcssMethodCount","The method 'getsectionData()' has an NCSS line count of 162","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"267","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","17","26","CognitiveComplexity","The method 'getsectionData(String, String)' has a cognitive complexity of 72, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"268","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","17","26","CyclomaticComplexity","The method 'getsectionData(String, String)' has a cyclomatic complexity of 36.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"269","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","18","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"270","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","18","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"271","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","30","20","UnusedLocalVariable","Variable 'objectName' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"272","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","37","26","UnusedLocalVariable","Variable 'productIds' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"273","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","80","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"274","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","80","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"275","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","81","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"276","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","81","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"277","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","84","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"278","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","84","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"279","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","90","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"280","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","90","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"281","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","98","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"282","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","98","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"283","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","104","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"284","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","104","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"285","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","116","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"286","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","116","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"287","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","120","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"288","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","120","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"289","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","123","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"290","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","123","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"291","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","129","41","UnusedLocalVariable","Variable 'maprec' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"292","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","213","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"293","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","213","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"294","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","218","41","UnusedLocalVariable","Variable 'maprec' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"295","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","271","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"296","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","271","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"297","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","283","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"298","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","283","18","ExcessivePublicCount","This class has a bunch of public methods and attributes","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessivepubliccount","Design","pmd"
"299","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","283","18","TooManyFields","Too many fields","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"300","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","313","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"301","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","319","16","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"302","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","324","21","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"303","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","329","38","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"304","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","329","38","CognitiveComplexity","The method 'getObjectFieldTypeMap(String, List<String>)' has a cognitive complexity of 20, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"305","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","346","44","LocalVariableNamingConventions","The local variable name 'FieldnameTypeLookup' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"306","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","346","44","VariableNamingConventions","Variables should start with a lowercase character, 'FieldnameTypeLookup' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"307","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","352","44","LocalVariableNamingConventions","The local variable name 'FieldnameTypeLookup' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"308","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","352","44","VariableNamingConventions","Variables should start with a lowercase character, 'FieldnameTypeLookup' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"309","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","367","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"310","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","382","30","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"311","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","382","30","StdCyclomaticComplexity","The method 'RecordDataWrapperCreation' has a Standard Cyclomatic Complexity of 14.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"312","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","382","30","NcssMethodCount","The method 'RecordDataWrapperCreation()' has an NCSS line count of 73","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"313","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","382","30","CognitiveComplexity","The method 'RecordDataWrapperCreation(List<Object>, SObject, Map<String,String>)' has a cognitive complexity of 38, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"314","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","382","30","CyclomaticComplexity","The method 'RecordDataWrapperCreation(List<Object>, SObject, Map<String,String>)' has a cyclomatic complexity of 15.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"315","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","382","30","MethodNamingConventions","The static method name 'RecordDataWrapperCreation' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"316","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","385","29","UnusedLocalVariable","Variable 'logList' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"317","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","399","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"318","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","418","32","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"319","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","418","32","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"320","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","419","32","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"321","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","419","32","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"322","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","421","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"323","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","447","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"324","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","447","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"325","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","450","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"326","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","450","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"327","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","457","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"328","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","457","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"329","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","458","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"330","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","458","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"331","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","459","24","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"332","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\DisplayRelatedObjects.cls","459","24","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"333","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\FooterClass.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"334","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\FooterClass.cls","4","40","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"335","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\FooterClass.cls","20","40","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"336","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\FooterClass.cls","24","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"337","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\FooterClass.cls","24","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"338","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","17","24","ExcessiveParameterList","Avoid long parameter lists.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"339","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","17","24","ApexDoc","Missing ApexDoc @description","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"340","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","17","24","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"341","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","17","100","FormalParameterNamingConventions","The method parameter name 'LogData' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"342","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","17","100","VariableNamingConventions","Variables should start with a lowercase character, 'LogData' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"343","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","57","24","ExcessiveParameterList","Avoid long parameter lists.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"344","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","57","24","ApexDoc","Missing ApexDoc @description","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"345","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","57","24","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
